1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.070216207462994368e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.851371853937258949e-02
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.465401799761444079e-01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,7.709209872861458313e-02
1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.241072502003818662e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,6.358111175322619935e-02
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.357899316942429241e-02
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.288432327507820718e-02
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,4.723927898324242758e-02
1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,8.944852256050440931e-02
1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,4.791879465271941391e-02
1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.056254260691006891e-02
1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,3.546118196356167623e-02
1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,3.678223054080675958e-02
1.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,6.293676854025402612e-02
1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.258750122088383688e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,3.036155232953334157e-02
1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,3.780788074450436298e-02
1.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,2.556691351953615729e-02
1.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,4.428986929265315425e-02
1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,4.727492734209953057e-02
1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,2.271428179610802262e-02
1.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,4.083363457300837746e-02
1.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,2.706118952425548216e-02
1.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,4.670876012622273560e-02
1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,3.892189992786929814e-02
1.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,2.285218019497928590e-02
1.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,3.642052391821939961e-02
1.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00,3.372653129982135234e-02
1.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,6.340896214005289910e-02
1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.434610322376752511e-02
1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,3.220952866092699485e-02
1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,3.348345848936489649e-02
1.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,3.213836932888284453e-02
1.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,4.789299734347098048e-02
1.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,4.003254502055921676e-02
1.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,2.482307233260766174e-02
1.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,2.948019193417970862e-02
1.000000000000000000e+00,2.000000000000000000e+01,3.000000000000000000e+00,2.462644787353743606e-02
1.000000000000000000e+00,2.000000000000000000e+01,4.000000000000000000e+00,4.180219911789100073e-02
1.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,3.975624446585649535e-02
1.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00,3.540793724699781847e-02
1.000000000000000000e+00,3.000000000000000000e+01,2.000000000000000000e+00,3.778210881985658715e-02
1.000000000000000000e+00,3.000000000000000000e+01,3.000000000000000000e+00,3.063737061458005062e-02
1.000000000000000000e+00,3.000000000000000000e+01,4.000000000000000000e+00,5.691812601511671982e-02
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,7.536460767228468638e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.230728520544307730e-02
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.814717012965588627e-02
2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,5.929658960681440105e-02
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.399593619409737533e-02
2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.745381697129671950e-02
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.585548911213652851e-02
2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.957464964868231266e-02
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.982834632505523484e-02
2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.151369537707031765e-02
2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.833055715597701724e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.471886394744560178e-02
2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,3.585209566780497847e-02
2.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,2.599543854955451219e-02
2.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,3.973789783936734071e-02
2.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.127701624144055281e-02
2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.290951034267693295e-02
2.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,2.458649748663207027e-02
2.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,2.182967906653621865e-02
2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,4.526461621403883584e-02
2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,3.020203595142331027e-02
2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.061438165100717479e-02
2.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,2.894599989532443962e-02
2.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,2.769000259903438635e-02
2.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,5.107876867161699475e-02
2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,5.494515208781787508e-02
2.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,3.475315327092131507e-02
2.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,3.202350013420673935e-02
